,time,open,close,high,low,vol
0,1500688800,200.0,900.0,1800.0,200.0,1.3399
1,1500696000,1000.0,3300.94,5997.0,1000.0,129.3726
2,1500703200,3300.94,4696.0,5999.0,3300.94,862.6717
3,1500710400,4696.0,2700.0,4696.0,2200.0,730.6826
4,1500717600,2700.0,3600.0,4100.0,2700.0,363.3187
5,1500724800,3600.0,3155.0,3600.0,2750.0,225.2952
6,1500732000,3298.0,2001.0,3500.0,2001.0,680.1159
7,1500739200,2001.0,2388.0,2477.0,1600.0,1022.0152
8,1500746400,2189.0,1920.0,2371.0,1920.0,151.64600000000004
9,1500753600,2300.0,3220.0,3800.0,1830.0,356.1454
10,1500760800,2500.0,2600.0,2650.0,2251.0,58.8814
11,1500768000,2550.0,2500.0,2998.9,2252.12,255.3798
12,1500775200,2500.0,3297.0,3298.0,2420.0,220.8006
13,1500782400,3296.0,2868.0,3296.0,2630.0,177.9155
14,1500789600,2932.0,3060.0,3500.0,2760.0,422.9751
15,1500796800,3100.0,3788.0,4100.0,3060.0,636.3393
16,1500804000,3901.0,4000.0,4600.0,3420.0,857.6466
17,1500811200,3441.0,3382.0,4200.0,3382.0,653.5363
18,1500818400,3400.0,3470.0,3984.0,3400.0,530.2848
19,1500825600,3471.0,3463.0,3600.0,3463.0,64.4172
20,1500832800,3463.0,3101.0,3464.0,3100.0,132.8309
21,1500840000,3350.0,3464.0,3464.0,3200.0,46.8689
22,1500847200,3339.0,3464.0,3478.0,3338.0,32.6111
23,1500854400,3400.01,3405.0,3800.0,3400.0,238.9587
24,1500861600,3405.0,3505.0,3650.0,3400.0,343.8535
25,1500868800,3503.9,3600.0,3700.0,3450.0,297.307
26,1500876000,3478.3,3698.0,3730.0,3478.3,135.8046
27,1500883200,3696.0,3800.0,3900.0,3655.5,383.3196
28,1500890400,3824.0,3683.0,3893.2,3683.0,206.2088
29,1500897600,3683.0,3461.0,3683.0,3409.0,377.04
30,1500904800,3462.0,3380.0,3550.0,3380.0,407.4344
31,1500912000,3376.0,3350.0,3434.0,3350.0,82.1437
32,1500919200,3400.0,3355.01,3497.79,3355.01,11.0017
33,1500926400,3480.0,3597.97,3599.0,3480.0,41.5427
34,1500933600,3500.0,3448.0,3508.0,3448.0,21.2848
35,1500940800,3448.09,3698.0,3698.0,3448.08,227.2915
36,1500948000,3699.0,3480.0,3800.0,3470.01,370.7504
37,1500955200,3480.0,3050.0,3530.0,2979.0,294.7067
38,1500962400,3050.0,2999.0,3600.0,2100.0,876.4919
39,1500969600,2950.0,3149.99,3210.0,2861.01,427.4628
40,1500976800,3120.0,2935.0,3299.0,2935.0,301.4968
41,1500984000,2936.0,3150.0,3150.0,2900.0,438.3228
42,1500991200,3145.0,2961.0,3149.0,2960.0,132.0414
43,1500998400,3000.0,2858.0,3050.0,2858.0,261.7693
44,1501005600,2852.0,2801.0,2856.0,2801.0,75.253
45,1501012800,2801.0,2800.0,2801.0,2793.42,73.8026
46,1501020000,2800.0,2651.0,2864.0,2650.0,219.6978
47,1501027200,2651.0,2760.0,3120.0,2651.0,284.9224
48,1501034400,2754.0,2601.0,3000.0,2601.0,446.3487
49,1501041600,2602.01,2510.02,2700.0,2450.0,560.23
50,1501048800,2510.02,2665.0,2787.0,2510.02,279.6802
51,1501056000,2517.0,2511.0,2659.0,2510.02,186.8585
52,1501063200,2511.0,2492.79,2590.0,2352.01,213.6428
53,1501070400,2487.0,2200.0,2487.0,2200.0,196.1144
54,1501077600,2168.52,2849.0,2999.0,2103.2,792.2501
55,1501084800,2800.0,3098.92,3198.0,2601.0,497.3964
56,1501092000,2999.99,3085.0,3098.0,2684.01,6.7558
57,1501099200,3082.0,3083.0,3083.0,3078.97,10.315
58,1501106400,2751.0,2675.0,2751.0,2675.0,14.8214
59,1501113600,2675.06,2789.99,2798.0,2521.0,131.043
60,1501120800,2775.0,3000.0,3080.0,2620.0,579.3974
61,1501128000,3000.0,3000.0,3050.0,2852.2,140.84
62,1501135200,2985.0,3086.01,3201.0,2981.0,751.9816
63,1501142400,3086.01,3040.0,3200.0,3037.0,442.8471
64,1501149600,3050.0,2903.0,3050.0,2830.0,194.7956
65,1501156800,2903.0,2900.0,3020.0,2701.99,167.8847
66,1501164000,2800.03,2611.5,2937.0,2601.0,252.2575
67,1501171200,2602.0,2631.0,2700.0,2601.0,500.004
68,1501178400,2689.0,2630.0,2689.0,2630.0,44.8565
69,1501185600,2630.0,2829.88,2829.88,2630.0,119.9489
70,1501192800,2829.9,2764.0,2829.9,2648.02,36.8624
71,1501200000,2763.0,2660.0,2763.0,2500.0,497.3685
72,1501207200,2612.0,2532.5,2679.99,2504.0,278.6721
73,1501214400,2532.5,2201.0,2540.0,2201.0,732.5231
74,1501221600,2201.0,2169.0,2399.0,1700.2,1331.3796
75,1501228800,2114.0,2189.0,2195.0,2003.0,197.8168
76,1501236000,2194.0,2396.0,2399.0,2105.0,322.1271
77,1501243200,2394.0,2500.0,2700.0,2300.0,1309.8899
78,1501250400,2500.0,2520.0,2698.0,2462.01,207.9126
79,1501257600,2620.0,2660.0,2660.0,2512.01,80.1923
80,1501264800,2660.0,2790.0,2790.0,2580.01,325.7864
81,1501272000,2701.01,2680.0,2701.01,2500.11,20.5571
82,1501279200,2680.0,2625.0,2789.8,2625.0,81.256
83,1501286400,2625.0,2599.0,2650.0,2500.02,145.4644
84,1501293600,2503.0,2379.0,2503.0,2352.0,176.1635
85,1501300800,2375.0,2390.0,2447.0,2305.0,113.336
86,1501308000,2328.0,2101.0,2378.0,2100.0,536.2537
87,1501315200,2101.01,2385.0,2400.0,2100.0,403.6689
88,1501322400,2332.0,2226.0,2399.0,2213.01,131.6057
89,1501329600,2227.1,2230.0,2350.0,2211.0,270.6372
90,1501336800,2230.0,2300.0,2330.0,2211.0,190.6624
91,1501344000,2325.0,2350.0,2350.0,2250.01,133.9314
92,1501351200,2358.99,2301.0,2358.99,2300.0,64.0759
93,1501358400,2310.0,2340.0,2357.8,2310.0,45.6524
94,1501365600,2357.8,2300.02,2389.0,2300.02,120.2563
95,1501372800,2300.04,2347.0,2354.0,2270.0,35.7675
96,1501380000,2348.8,2280.0,2350.0,2270.0,60.8062
97,1501387200,2297.0,2155.0,2298.0,2152.3,403.1216
98,1501394400,2155.0,2238.8,2238.8,2152.3,181.1786
99,1501401600,2176.0,2250.0,2300.0,2172.0,154.75
100,1501408800,2211.03,2225.01,2299.0,2211.03,79.8627
101,1501416000,2225.01,2276.0,2300.0,2225.01,206.0527
102,1501423200,2280.0,2315.0,2390.0,2267.0,218.5214
103,1501430400,2330.0,2240.01,2330.0,2227.02,243.3819
104,1501437600,2285.0,2379.99,2379.99,2240.01,70.317
105,1501444800,2264.0,2260.01,2264.0,2260.0,18.4645
106,1501452000,2260.01,2271.0,2300.0,2216.0,32.1336
107,1501459200,2272.0,2249.0,2349.99,2201.99,192.8676
108,1501466400,2211.0,2100.0,2211.0,2100.0,417.3794
109,1501473600,2150.0,2200.0,2500.0,2100.0,608.5046
110,1501480800,2200.0,2249.0,2276.99,2151.0,96.3002
111,1501488000,2255.0,2224.99,2287.0,2150.0,117.5817
112,1501495200,2150.0,1904.02,2218.97,1900.0,481.1804
113,1501502400,1904.02,1950.0,1986.8,1813.0,168.4078
114,1501509600,1930.0,1845.0,1930.0,1740.01,124.3693
115,1501516800,1850.0,1800.01,1912.0,1800.01,212.709
116,1501524000,1880.0,1815.99,1900.0,1800.01,105.9688
117,1501531200,1815.99,1850.02,2000.0,1815.99,145.6866
118,1501538400,1851.1,1913.2,2000.0,1851.1,47.8879
119,1501545600,1910.1,2080.0,2100.0,1905.1,65.743
120,1501552800,2080.0,2007.0,2090.0,1909.01,82.2003
121,1501560000,1980.99,2007.0,2007.0,1926.0,124.1443
122,1501567200,1980.0,1850.0,2010.0,1800.0,277.0109
123,1501574400,1850.0,1859.0,1938.0,1500.0,525.8096
124,1501581600,1866.0,1920.0,1997.0,1856.01,270.4728
125,1501588800,1991.0,2468.0,2780.0,1650.0,1450.187
126,1501596000,2468.0,2400.0,2600.0,2001.01,1287.9527
127,1501603200,2400.0,2300.0,2555.0,2001.0,1425.0359
128,1501610400,2300.0,1611.0,2398.0,1556.0,2106.363
129,1501617600,1648.0,1697.0,1900.0,1520.0,1629.7959
130,1501624800,1669.0,2250.0,2300.0,1666.88,1324.7203
131,1501632000,2250.0,2226.11,2392.0,2110.0,1558.761
132,1501639200,2226.0,2346.0,2499.99,2203.11,1665.2902
133,1501646400,2345.0,2740.0,2850.0,2270.0,2042.9377
134,1501653600,2750.0,2768.0,2780.0,2650.0,1009.0692
135,1501660800,2769.0,2975.0,3000.0,2668.02,1467.3296
136,1501668000,2965.0,3768.0,3776.0,2867.78,2349.3913
137,1501675200,3725.0,3787.0,4499.0,3405.0,3663.1206
138,1501682400,3780.0,3550.0,3950.0,3301.0,1569.1603
139,1501689600,3551.01,2978.89,3765.0,2350.01,4852.6111
140,1501696800,2978.89,2300.0,2978.89,2055.02,5274.8674
141,1501704000,2300.05,2599.0,2649.98,2203.9,1095.5163
142,1501711200,2599.0,2795.0,2795.0,2410.0,1561.8841
143,1501718400,2795.0,2942.01,2943.02,2701.0,2382.5698
144,1501725600,2942.9,2686.0,3199.0,2550.0,4070.6279
145,1501732800,2686.0,2751.0,2900.0,2616.0,3092.3508
146,1501740000,2778.98,2785.71,2850.0,2734.0,4190.4475
147,1501747200,2809.99,2734.0,2848.0,2700.0,3875.6352
148,1501754400,2733.0,2824.0,2979.99,2726.01,2936.8939
149,1501761600,2825.0,2499.99,2848.2,2469.0,2650.4184
150,1501768800,2499.97,2399.0,2600.02,2301.0,2704.5116
151,1501776000,2355.0,2520.01,2548.99,2352.0,2137.1546
152,1501783200,2521.0,2565.99,2633.0,2462.01,856.029
153,1501790400,2543.0,2330.01,2598.99,2174.73,1619.3175
154,1501797600,2330.01,2164.19,2375.02,2134.01,2412.6345
155,1501804800,2192.0,2280.0,2329.98,2066.0,2345.4061
156,1501812000,2279.98,2352.57,2424.99,2181.02,1646.9785
157,1501819200,2387.99,2216.0,2387.99,2188.0,1806.0048
158,1501826400,2238.35,2235.12,2290.0,2208.08,845.4195
159,1501833600,2248.99,2184.01,2285.01,2181.0,2038.89
160,1501840800,2185.23,1927.1,2300.8,1900.0,4521.2924
161,1501848000,1927.1,1881.0,1967.0,1853.01,2766.2307
162,1501855200,1881.0,1830.02,1914.39,1688.0,2681.9372
163,1501862400,1833.53,1885.98,1950.0,1750.0,1798.13
164,1501869600,1888.0,1770.03,1909.99,1708.0,1675.3511
165,1501876800,1770.03,1670.0,1813.08,1670.0,1390.7971
166,1501884000,1677.0,1601.0,1733.51,1601.0,1145.8905
167,1501891200,1600.99,1560.01,1626.88,1512.0,2551.6811
168,1501898400,1560.01,1550.2,1600.01,1360.01,4051.5265
169,1501905600,1553.04,1751.02,1848.0,1530.0,2337.2332
170,1501912800,1809.98,1657.0,1809.98,1601.0,1148.0704
171,1501920000,1651.01,1569.11,1699.99,1550.0,3397.5122
172,1501927200,1569.1,1539.99,1649.99,1508.66,1480.1974
173,1501934400,1539.94,1476.0,1608.0,1456.05,2137.5
174,1501941600,1477.0,1583.01,1599.06,1451.05,1500.8162
175,1501948800,1583.01,1576.99,1596.99,1504.09,546.9372
176,1501956000,1576.99,1478.08,1576.99,1460.0,716.36
177,1501963200,1478.08,1400.01,1526.49,1400.0,1110.3586
178,1501970400,1400.01,1425.36,1449.0,1390.0,1087.2966
