,time,open,close,high,low,vol
0,1495555200,1500,1700,1700,1500,1.241
1,1495814400,1680,1375.62,1680,1000,2601.1724
2,1496073600,1377.78,1638.19,2200,1357.79,781.2907
3,1496332800,1638,1660.94,1724,1539.37,693.438
4,1496592000,1660.94,1760.73,1843.99,1660.94,752.1573
5,1496851200,1760.67,2409.36,2504.3,1400.12,4288.7527
6,1497110400,2409.36,2736.09,2930.28,2209.8,9182.157
7,1497369600,2736.09,2584.61,2822.75,2200,9654.5195
8,1497628800,2584.61,2694,2902.36,2576.39,11969.2998
9,1497888000,2694,2424.25,2748.39,2200,9479.1728
10,1498147200,2427.25,2321.26,2482.43,2199.12,11459.5473
11,1498406400,2321.26,2061.96,2341.3,1564.78,13820.5618
12,1498665600,2061.96,1969.45,2257.41,1923.75,11879.7532
13,1498924800,1969.4,1940.8,2036.08,1800.7,12177.2171
14,1499184000,1940.8,1740.2,1979.92,1719.73,11835.7638
15,1499443200,1740.2,1570.3,1775.3,1567.92,11510.0594
16,1499702400,1570.31,1417.54,1619.18,1329.8,12609.0388
17,1499961600,1417.54,1081.77,1471.2,956.49,13199.5223
18,1500220800,1081.77,1573.95,1728.33,1031.8,11455.2757
19,1500480000,1573.95,1508.82,1606.21,1335.08,12222.5435
20,1500739200,1510.41,1419.92,1572.66,1403.07,12873.6685
21,1500998400,1419.82,1340.35,1443.53,1307.09,12493.9328
22,1501257600,1340.35,1346.32,1416.94,1104.99,13438.754
23,1501516800,1345.61,1526.48,1700,1345.24,28605.9098
24,1501776000,1526.48,1787.18,1852.45,1496.09,18366.5412
25,1502035200,1787.38,1961.69,2157.52,1735.26,19317.3988
26,1502294400,1961.49,2107.78,2132.91,1931.36,17017.2933
27,1502553600,2107.91,1955,2136.92,1950.1,4965.0271
