,time,open,close,high,low,vol
0,1498168800,2800,2796.36,2830,2784.97,157.3368
1,1498190400,2796.36,2800.39,2853.2,2768.09,793.2474
2,1498212000,2800.39,2806.84,2825.73,2772.81,654.666
3,1498233600,2806.84,2791.27,2814.32,2772.58,800.8996
4,1498255200,2791.27,2780.6,2823.07,2766.43,876.82
5,1498276800,2780.6,2746.2,2780.82,2717.57,793.2961
6,1498298400,2746.2,2742.38,2765.81,2697.88,726.6211
7,1498320000,2742.38,2723.58,2759.3,2700.35,760.6152
8,1498341600,2723.58,2603.06,2750.38,2590.15,1007.9174
9,1498363200,2603.06,2633.91,2659.79,2590.2,833.5361
10,1498384800,2633.91,2591.98,2681.22,2573.16,681.7683
11,1498406400,2591.98,2375.95,2618.63,2369.08,858.4515
12,1498428000,2375.95,2495.21,2545.23,2278.54,882.253
13,1498449600,2495.21,2277.69,2513.91,2191.7,985.6042
14,1498471200,2277.69,2150.81,2336.63,2138.36,1028.3234
15,1498492800,2146.18,2192.83,2195.26,2016.57,977.7565
16,1498514400,2192.83,2462.5,2463.86,2182.55,1026.2041
17,1498536000,2462.97,2273.81,2527.94,2252.7,1100.8327
18,1498557600,2273.81,2047.2,2322.71,1949.67,1092.2932
19,1498579200,2047.2,2236.14,2310.88,2047.2,995.8511
20,1498600800,2236.14,2255.11,2299.8,2199.21,1026.7291
21,1498622400,2255.11,2316.09,2345.86,2228.13,1057.256
22,1498644000,2316.09,2321.39,2386.07,2262.55,1025.5565
23,1498665600,2321.39,2394.8,2394.8,2287.81,956.6625
24,1498687200,2394.8,2355.56,2396.66,2326.16,1011.8813
25,1498708800,2355.56,2277.72,2393.85,2277.72,988.1966
26,1498730400,2277.72,2220.96,2277.72,2170.08,940.2025
27,1498752000,2229.65,2250.3,2291.85,2216.19,964.4167
28,1498773600,2250.3,2194.12,2271,2170.58,959.8116
29,1498795200,2194.12,2187.22,2210.42,2102.13,984.2743
30,1498816800,2187.22,2172.3,2277.66,2149.06,726.3351
31,1498838400,2172.3,2223.48,2223.48,2162.49,952.5393
